order_id,customer_id,order_date,product_category,order_amount,currency,order_status,region
2919,374,2021-02-01,Consulting,7166.44,INR,Pending,
2920,375,2024-09-09,Consulting,428097.74,EUR,Cancelled,APAC
2921,375,2023-05-18,Support,218699.72,INR,Completed,APAC
2922,375,2021-06-16,Consulting,236556.21,USD,Completed,APAC
2923,375,2024-09-02,Tools,341942.73,INR,Completed,APAC
2924,375,2023-06-25,IP Licensing,431982.92,INR,Completed,APAC
2925,375,2023-08-01,Tools,414873.08,INR,Completed,APAC
2926,375,2023-10-08,IP Licensing,475324.88,INR,Completed,APAC
2927,375,2024-04-09,Consulting,75432.09,INR,Cancelled,APAC
2928,375,2021-07-10,Training,353211.86,INR,Cancelled,APAC
2929,375,2024-12-24,Training,209373.19,INR,Cancelled,APAC
2930,375,2023-11-30,Consulting,416065.1,INR,Pending,APAC
2931,375,2023-04-02,Training,104113.84,INR,Cancelled,APAC
2932,375,2024-08-05,Training,306481.29,INR,Cancelled,APAC
2933,,2022-12-27,IP Licensing,371546.2,INR,Completed,APAC
2934,376,2024-11-16,IP Licensing,356579.42,INR,Pending,
2935,376,2022-01-17,Training,433749.29,INR,Pending,
2936,376,2023-10-11,Tools,143191.72,USD,Cancelled,
2937,377,2023-08-22,IP Licensing,174478.14,INR,Cancelled,APAC
2938,377,2024-06-02,Tools,417452.7,INR,Cancelled,APAC
2939,377,2023-06-18,Support,190903.05,INR,Pending,APAC
2940,377,2023-08-24,Consulting,348012.82,INR,Cancelled,APAC
2941,377,2023-09-29,Tools,472830.28,INR,Completed,APAC
2942,377,2021-01-27,Training,315253.82,INR,Pending,APAC
2943,377,2024-08-07,Tools,421649.93,INR,Completed,APAC
2944,378,2021-08-30,Consulting,403118.92,INR,Completed,EMEA
2945,378,2022-09-23,Training,19727.57,EUR,Completed,EMEA
2946,378,2024-09-24,Support,259304.26,INR,Cancelled,EMEA
2947,378,2021-10-26,Support,417355.99,EUR,Pending,EMEA
2948,378,2023-06-09,IP Licensing,169801.22,EUR,Completed,EMEA
2949,378,2024-01-04,Support,145613.11,INR,Completed,EMEA
2950,378,2024-08-12,Support,248469.03,USD,Cancelled,EMEA
2951,378,2024-07-26,Tools,255256.31,INR,Pending,EMEA
2952,378,2024-02-14,IP Licensing,136198.24,INR,Completed,EMEA
2953,379,2024-05-12,Support,128663.46,INR,Completed,
2954,379,2021-03-20,Tools,466293.88,INR,Cancelled,
2955,379,2022-07-26,Tools,98478.79,INR,Cancelled,
2956,379,2021-04-23,Tools,322086.45,USD,Completed,
2957,379,2022-03-24,Training,429137.85,INR,Completed,
2958,379,2023-03-18,Tools,400181.36,INR,Cancelled,
2959,379,2024-08-13,Training,248177.33,INR,Cancelled,
2960,379,2024-12-12,Consulting,458684.67,USD,Completed,
2961,379,2024-01-01,Support,131318.29,USD,Completed,
2962,379,2023-09-20,Support,49759.2,INR,Pending,
2963,379,2023-07-14,Consulting,384735.46,INR,Cancelled,
2964,380,2023-03-02,Tools,173973.56,INR,Completed,
2965,380,2023-01-18,IP Licensing,135224.05,EUR,Pending,
2966,380,2023-09-24,Consulting,17823.84,INR,Completed,
2967,9999999,2022-09-06,Training,259256.05,INR,Pending,
2968,380,2022-12-29,IP Licensing,222633.57,INR,Pending,
2969,380,2023-06-05,Training,78164.77,USD,Pending,
2970,380,2023-04-08,IP Licensing,142332.71,USD,Cancelled,
2971,380,2021-02-01,Training,390265.21,USD,Cancelled,
2972,380,2021-01-31,Tools,54268.75,INR,Pending,
2973,380,2022-09-17,Training,102469.02,INR,Completed,
2974,380,2022-09-03,Tools,246192.64,INR,Pending,
2975,381,2021-09-27,Training,184101.44,INR,Cancelled,EMEA
2976,381,2022-07-08,Training,256312.05,USD,Cancelled,EMEA
2977,381,2022-02-19,IP Licensing,189694.31,INR,Cancelled,EMEA
2978,381,2021-05-21,IP Licensing,339992.54,INR,Completed,EMEA
2979,381,2023-10-29,Tools,376108.22,INR,Cancelled,EMEA
2980,381,2024-06-29,Support,357011.42,INR,Completed,EMEA
2981,381,2021-05-26,IP Licensing,215658.7,USD,Cancelled,EMEA
2982,382,2024-12-06,IP Licensing,480980.27,INR,Pending,APAC
2983,382,2024-08-10,IP Licensing,256931.3,USD,Completed,APAC
2984,382,2024-01-07,IP Licensing,380803.19,INR,Cancelled,APAC
2985,382,2024-01-24,Tools,147455.08,INR,Completed,APAC
2986,382,2023-01-28,IP Licensing,31748.73,EUR,Completed,APAC
2987,382,2023-05-31,Training,490967.88,INR,Completed,APAC
2988,382,2021-04-26,IP Licensing,462280.67,INR,Cancelled,APAC
2989,382,2023-11-01,Training,374803.24,USD,Cancelled,APAC
2990,382,2021-11-30,IP Licensing,442700.71,INR,Completed,APAC
2991,382,2023-07-08,Consulting,363274.27,INR,Pending,ASIA
2992,382,2023-05-13,IP Licensing,477925.87,INR,Pending,APAC
2993,382,2021-02-02,Training,316776.97,USD,Pending,APAC
2994,383,2023-09-14,IP Licensing,473189.23,INR,Completed,
2995,383,2022-01-11,IP Licensing,396733.47,INR,Pending,
2996,383,2021-04-18,Tools,106891.03,INR,Cancelled,
2997,383,2023-05-24,IP Licensing,236934.87,INR,Cancelled,
2998,383,2023-11-29,Consulting,160886.58,USD,Cancelled,
2999,383,2024-11-18,Consulting,419425.61,INR,Cancelled,
3000,384,2022-04-24,Consulting,173867.41,INR,Completed,EMEA
3001,384,2024-03-09,IP Licensing,61096.64,INR,Cancelled,EMEA
3002,384,2021-04-18,Training,199274.79,EUR,Pending,EMEA
3003,384,2024-09-10,Training,96479.49,INR,Completed,EMEA
3004,384,2023-12-20,Training,434161.87,USD,Cancelled,EMEA
3005,384,2023-04-30,IP Licensing,309534.32,USD,Completed,EMEA
3006,384,2024-06-19,Tools,102260.44,USD,Completed,EMEA
3007,385,2023-08-09,Support,335645.29,INR,Cancelled,APAC
3008,385,2021-10-28,Consulting,36978.93,INR,Pending,APAC
3009,385,2021-10-17,IP Licensing,49425.67,EUR,Pending,APAC
3010,385,2023-04-19,Tools,246084.1,USD,Pending,APAC
3011,385,2021-08-23,IP Licensing,166506.59,INR,Cancelled,APAC
3012,385,2024-07-07,Consulting,346787.8,INR,Pending,APAC
3013,385,2024-09-30,Support,349867.55,INR,Cancelled,APAC
3014,385,2022-12-05,Training,96039.33,INR,Completed,APAC
3015,385,2024-04-03,Training,356825.06,INR,Pending,APAC
3016,385,2022-01-21,Training,95783.69,INR,Completed,APAC
3017,385,2023-07-11,Consulting,90290.6,USD,Cancelled,APAC
3018,385,2023-09-04,Consulting,237877.04,INR,Cancelled,APAC
3019,385,2024-05-25,Training,262229.75,INR,Pending,APAC
3020,385,2024-04-03,IP Licensing,169932.2,EUR,Pending,ASIA
3021,386,2024-09-28,Training,359153.86,INR,Cancelled,
3022,386,2024-11-08,Training,60025.54,INR,Pending,
3023,387,2023-08-15,Consulting,256082.94,INR,Completed,
3024,387,2024-02-07,Consulting,63842.85,INR,Cancelled,
3025,387,2024-02-17,Support,174926.17,EUR,Pending,
3026,387,2021-05-18,Consulting,234181.48,INR,Pending,
3027,388,2023-03-22,Tools,268985.04,INR,Pending,APAC
3028,388,2023-07-27,Tools,479335.61,EUR,Cancelled,APAC
3029,388,2024-09-17,Training,9048.22,USD,Cancelled,Global
3030,388,2023-11-14,Consulting,109184.64,INR,Completed,APAC
3031,388,2024-07-26,Tools,41766.31,INR,Completed,APAC
3032,388,2023-01-28,Consulting,155338.68,INR,Cancelled,APAC
3033,388,2024-08-26,Support,37823.07,EUR,Pending,APAC
3034,388,2022-07-16,IP Licensing,169524.37,INR,Completed,APAC
3035,389,2024-07-14,Consulting,270688.41,USD,Cancelled,
3036,389,2022-01-21,Support,365868.55,INR,Completed,
3037,389,2023-05-02,Tools,432298.14,USD,Cancelled,
3038,389,2022-05-06,Tools,427643.03,INR,Cancelled,
3039,390,2023-11-17,Support,203477.02,USD,Cancelled,LATAM
3040,390,2021-07-06,Tools,31017.77,INR,Cancelled,
3041,390,2021-02-05,Tools,119617.81,USD,Cancelled,LATAM
3042,390,2024-03-21,Training,237060.93,INR,Cancelled,
3043,391,2022-11-14,Consulting,312290.62,INR,Completed,
3044,391,2022-10-07,Consulting,299182.66,USD,Pending,
3045,391,2024-10-25,Support,394381.16,USD,Completed,
3046,391,2022-12-05,Support,139831.24,USD,Completed,
3047,391,2021-07-22,Tools,3558.55,INR,Cancelled,
3048,393,2022-11-06,Consulting,371443.13,INR,Pending,
3049,393,2021-08-07,Training,487187.35,INR,Cancelled,
3050,393,2022-11-12,Tools,33168.49,EUR,Completed,
3051,393,2024-09-06,IP Licensing,317506.76,EUR,Completed,
3052,393,2023-07-08,Consulting,93846.67,EUR,Completed,
3053,393,2024-10-17,Tools,446207.27,INR,Cancelled,
3054,393,2022-01-12,Tools,2286.5,EUR,Pending,
3055,393,2022-12-30,Consulting,47634.46,INR,Pending,
3056,393,2024-11-24,IP Licensing,98531.09,INR,Cancelled,
3057,393,2022-02-06,Consulting,442962.7,INR,Cancelled,Global
3058,394,2024-09-08,Training,461441.27,INR,Pending,APAC
3059,394,2022-09-15,IP Licensing,249631.91,INR,Cancelled,APAC
3060,394,2023-07-27,Consulting,57881.1,INR,Pending,APAC
3061,394,2024-11-07,Consulting,152930.45,EUR,Pending,APAC
3062,395,2022-04-09,Consulting,291169.45,USD,Pending,
3063,395,2023-03-16,IP Licensing,319184.58,INR,Cancelled,
3064,395,2023-05-04,IP Licensing,47432.66,EUR,Pending,
3065,395,2021-02-06,IP Licensing,109027.93,INR,Completed,
3066,395,2023-12-10,Consulting,306896.93,EUR,Completed,
3067,395,2024-12-24,Training,237735.81,INR,Completed,
3068,395,2024-06-22,Consulting,59788.08,INR,Pending,
3069,395,2023-07-24,Support,363550.2,EUR,Pending,
3070,395,2024-03-06,Tools,424048.67,USD,Pending,
3071,395,2023-09-25,Tools,152373.37,INR,Pending,
3072,395,2022-05-08,Consulting,489329.21,INR,Completed,
3073,395,2021-04-12,IP Licensing,404914.74,INR,Completed,
3074,395,2021-09-05,Training,303355.81,EUR,Completed,
3075,395,2023-02-12,IP Licensing,43989.82,EUR,Cancelled,
3076,395,2023-10-02,IP Licensing,317559.36,EUR,Pending,
3077,9999999,2021-10-13,Training,187211.19,USD,Cancelled,APAC
3078,396,2022-03-10,Training,322210.36,USD,Completed,APAC
3079,396,2021-12-16,Support,239936.63,INR,Cancelled,APAC
3080,396,2021-11-24,Training,432997.72,INR,Cancelled,APAC
3081,397,2021-06-04,Tools,43865.35,USD,Cancelled,APAC
3082,397,2024-08-16,Support,409606.82,INR,Cancelled,APAC
3083,397,2024-07-31,Support,360151.02,INR,Completed,APAC
3084,397,2022-06-27,Tools,453492.77,INR,Pending,APAC
3085,9999999,2023-06-03,Tools,239978.62,USD,Pending,APAC
3086,397,2024-03-23,Tools,307917.95,USD,Cancelled,APAC
3087,397,2024-11-04,Support,283193.68,INR,Completed,APAC
3088,398,2021-02-19,IP Licensing,203964.95,INR,Pending,APAC
3089,398,2022-05-26,IP Licensing,12969.87,INR,Cancelled,APAC
3090,398,2021-10-24,Consulting,12136.1,INR,Cancelled,APAC
3091,398,2021-11-14,Tools,236715.6,INR,Pending,APAC
3092,398,2021-06-09,Consulting,187742.9,USD,Cancelled,APAC
3093,398,2024-01-04,Tools,178963.52,INR,Completed,APAC
3094,398,2024-08-18,Training,68059.81,INR,Completed,APAC
3095,398,2023-09-17,Training,416842.98,INR,Cancelled,APAC
3096,399,2024-12-25,Consulting,217552.67,INR,Cancelled,EMEA
3097,399,2024-10-26,Consulting,326675.9,EUR,Pending,EMEA
3098,399,2023-05-09,Support,258123.43,INR,Cancelled,EMEA
3099,399,2021-07-05,Consulting,376934.0,INR,Cancelled,EMEA
3100,399,2024-07-31,Tools,119488.95,USD,Completed,EMEA
3101,399,2021-09-01,Support,475540.2,INR,Cancelled,EMEA
3102,399,2024-11-01,Consulting,51196.9,INR,Cancelled,EMEA
3103,399,2023-02-20,Training,187234.22,USD,Completed,EMEA
3104,399,2023-04-26,Tools,2565.72,INR,Completed,EMEA
3105,399,2021-05-04,Tools,299662.66,USD,Pending,EMEA
3106,399,2022-08-24,Support,406616.88,INR,Cancelled,EMEA
3107,399,2023-06-24,Tools,308387.26,EUR,Completed,EMEA
3108,399,2021-04-06,IP Licensing,413142.97,INR,Completed,EMEA
3109,399,2024-08-09,IP Licensing,148907.13,INR,Pending,EMEA
3110,400,2024-10-30,Training,150144.68,INR,Pending,
3111,400,2022-06-22,IP Licensing,309865.97,INR,Pending,
3112,400,2024-03-31,Tools,74857.51,INR,Cancelled,ASIA
3113,400,2023-08-27,Tools,144716.76,INR,Pending,
3114,400,2024-09-09,Tools,478702.33,USD,Pending,
3115,400,2024-05-09,IP Licensing,333685.39,EUR,Completed,
3116,400,2024-11-07,Support,242927.75,INR,Completed,
3117,400,2024-09-23,Consulting,164221.21,EUR,Completed,
3118,400,2024-03-09,Support,204237.34,INR,Cancelled,
3119,400,2021-08-25,Tools,121735.33,INR,Completed,
3120,400,2023-10-29,Consulting,304793.84,INR,Pending,
3121,400,2024-12-04,Consulting,444746.33,INR,Cancelled,
3122,400,2023-05-23,Support,263854.29,EUR,Cancelled,
3123,401,2023-09-10,Support,232150.04,INR,Cancelled,
3124,401,2023-04-03,Consulting,102581.69,INR,Cancelled,
3125,401,2022-01-16,Consulting,120990.82,INR,Cancelled,ASIA
3126,401,2023-01-22,IP Licensing,163210.17,INR,Pending,
3127,401,2021-07-16,Training,277438.05,USD,Pending,
3128,401,2022-04-28,Tools,456830.08,INR,Cancelled,
3129,402,2022-11-08,Tools,126464.48,INR,Completed,
3130,402,2024-10-12,Consulting,123566.04,INR,Pending,
3131,402,2022-02-26,Support,460017.35,USD,Cancelled,Unknown
3132,403,2024-09-05,Consulting,107367.17,INR,Completed,EMEA
3133,403,2021-07-15,Training,295493.03,INR,Completed,EMEA
3134,403,2022-10-14,Support,121126.38,INR,Cancelled,EMEA
3135,403,2024-08-09,Training,192152.81,INR,Pending,EMEA
3136,403,2024-06-30,Training,147370.38,INR,Cancelled,EMEA
3137,403,2021-03-29,IP Licensing,324060.0,INR,Cancelled,EMEA
3138,404,2023-02-09,Support,367857.73,USD,Pending,APAC
3139,404,2023-04-29,Support,495466.69,EUR,Cancelled,APAC
3140,9999999,2022-12-22,Tools,119710.71,INR,Cancelled,APAC
3141,404,2022-01-03,IP Licensing,143918.03,USD,Cancelled,APAC
3142,404,2022-03-18,Support,375535.5,INR,Pending,APAC
3143,404,2023-10-22,Consulting,18229.1,INR,Cancelled,APAC
3144,404,2024-11-16,Training,71832.2,INR,Completed,APAC
3145,404,2024-11-26,Consulting,43684.74,EUR,Pending,APAC
3146,404,2024-04-18,Support,327464.3,USD,Pending,APAC
3147,9999999,2022-07-13,Support,90518.45,USD,Completed,APAC
3148,404,2022-11-03,Consulting,29528.64,INR,Cancelled,APAC
3149,404,2023-10-16,Support,320217.6,USD,Cancelled,APAC
3150,404,2023-04-22,Support,44005.5,USD,Completed,APAC
3151,404,2021-12-09,Tools,390659.37,INR,Cancelled,APAC
3152,406,2021-08-11,IP Licensing,199195.09,USD,Completed,APAC
3153,,2023-06-01,Consulting,38098.52,USD,Pending,APAC
3154,406,2021-04-28,IP Licensing,24975.02,INR,Pending,ASIA
3155,406,2021-09-02,Support,134707.52,INR,Cancelled,APAC
3156,406,2022-02-20,IP Licensing,413838.24,INR,Cancelled,APAC
3157,406,2021-03-10,IP Licensing,83797.36,INR,Completed,APAC
3158,407,2024-07-25,Support,173455.95,INR,Completed,APAC
3159,407,2024-05-19,IP Licensing,400320.3,INR,Pending,APAC
3160,407,2022-03-13,Consulting,275835.02,INR,Completed,APAC
3161,407,2022-06-03,IP Licensing,410398.0,INR,Pending,APAC
3162,407,2023-03-02,Tools,404245.4,INR,Cancelled,APAC
3163,407,2024-08-08,IP Licensing,485896.4,INR,Pending,APAC
3164,407,2023-08-09,Support,257447.93,USD,Pending,APAC
3165,407,2024-03-28,Tools,94765.88,INR,Cancelled,APAC
3166,407,2022-04-17,Consulting,468745.38,INR,Pending,APAC
3167,407,2022-07-08,Training,464833.87,EUR,Completed,APAC
3168,407,2024-08-16,IP Licensing,222947.2,INR,Cancelled,APAC
3169,407,2021-03-16,Consulting,45193.08,INR,Pending,APAC
3170,407,2021-04-05,Consulting,472957.57,USD,Pending,APAC
3171,407,2022-11-15,Training,326787.54,INR,Cancelled,APAC
3172,407,2024-03-09,Support,212383.96,USD,Cancelled,APAC
3173,408,2022-04-06,Support,83703.99,USD,Cancelled,APAC
3174,408,2021-04-22,Training,8848.52,INR,Completed,APAC
3175,409,2021-03-26,IP Licensing,482773.99,INR,Cancelled,
3176,409,2024-06-07,Support,191707.57,INR,Pending,
3177,410,2024-07-08,Support,136805.8,EUR,Completed,APAC
3178,410,2021-04-29,Tools,202695.14,USD,Cancelled,APAC
3179,410,2022-03-09,Support,263881.52,EUR,Pending,APAC
3180,410,2022-07-22,IP Licensing,393299.61,INR,Pending,APAC
3181,410,2023-07-24,IP Licensing,258337.07,INR,Cancelled,APAC
3182,410,2023-01-28,IP Licensing,49239.03,INR,Pending,APAC
3183,410,2024-05-06,Support,323156.72,INR,Completed,APAC
3184,411,2024-02-20,Training,459178.68,INR,Completed,APAC
3185,411,2023-10-30,Training,414169.64,INR,Pending,Unknown
3186,411,2021-09-21,Support,257956.41,EUR,Completed,APAC
3187,411,2024-07-10,Training,391581.65,INR,Completed,APAC
3188,411,2023-02-17,Training,51667.84,INR,Cancelled,APAC
3189,411,2024-02-17,Tools,381022.21,EUR,Completed,ASIA
3190,411,2024-12-02,IP Licensing,388323.63,USD,Cancelled,APAC
3191,411,2021-12-28,Support,488612.71,USD,Completed,APAC
3192,411,2023-05-21,Tools,252992.69,INR,Completed,APAC
3193,411,2022-03-31,Support,98830.47,USD,Completed,APAC
3194,411,2024-04-23,Support,364357.92,USD,Completed,APAC
3195,412,2024-03-23,Tools,9881.4,INR,Completed,EMEA
3196,412,2023-11-22,IP Licensing,370043.89,INR,Completed,EMEA
3197,413,2023-08-29,Tools,219036.12,INR,Completed,
3198,413,2022-10-15,Support,295993.22,USD,Completed,
3199,413,2021-08-05,Support,407227.15,INR,Cancelled,
3200,413,2022-12-26,Training,189913.03,INR,Completed,
3201,413,2024-09-20,Support,177743.81,USD,Pending,
3202,413,2023-04-27,Support,490565.56,INR,Pending,
3203,413,2022-10-09,Consulting,107853.07,USD,Pending,
3204,413,2021-06-05,Support,444842.09,INR,Completed,
3205,414,2022-04-08,IP Licensing,484744.19,USD,Completed,
3206,414,2023-07-10,Support,24985.24,INR,Completed,
3207,414,2024-04-25,Support,330857.77,USD,Cancelled,
3208,414,2022-07-30,Support,340527.55,INR,Pending,
3209,414,2024-01-15,Training,333202.88,INR,Cancelled,Unknown
3210,414,2021-02-01,IP Licensing,382286.49,USD,Pending,
3211,414,2021-10-23,Training,50429.65,INR,Cancelled,
3212,415,2022-11-14,IP Licensing,367871.61,USD,Pending,APAC
3213,415,2021-03-10,Support,291616.42,INR,Completed,APAC
3214,416,2024-12-31,Consulting,458311.6,EUR,Completed,
3215,416,2022-06-03,IP Licensing,256623.45,INR,Cancelled,
3216,416,2024-03-08,Training,2608.17,USD,Pending,
3217,416,2022-05-03,Consulting,148708.74,INR,Pending,
3218,416,2022-10-11,Tools,264273.6,INR,Completed,
3219,417,2023-04-04,Training,141305.99,INR,Completed,APAC
3220,417,2021-03-30,IP Licensing,184920.57,EUR,Cancelled,APAC
3221,417,2024-07-28,IP Licensing,191394.09,INR,Cancelled,APAC
3222,417,2024-12-13,Support,142929.14,INR,Pending,APAC
3223,417,2022-07-25,Tools,3697.6,INR,Completed,APAC
3224,417,2022-08-05,IP Licensing,213843.92,INR,Pending,APAC
3225,417,2023-03-07,IP Licensing,45502.67,INR,Completed,APAC
3226,417,2024-12-03,Training,218930.49,USD,Pending,APAC
3227,417,2022-08-18,Training,79220.76,INR,Cancelled,APAC
3228,417,2021-06-21,IP Licensing,245958.58,INR,Pending,APAC
3229,417,2022-07-20,Consulting,201346.61,INR,Cancelled,APAC
3230,417,2023-01-17,Consulting,312926.57,EUR,Cancelled,APAC
3231,418,2021-11-23,Consulting,10304.9,INR,Cancelled,Unknown
3232,418,2024-07-15,Support,134310.95,USD,Pending,APAC
3233,418,2022-08-02,Consulting,56862.81,EUR,Pending,APAC
3234,9999999,2024-10-20,Training,447264.02,INR,Cancelled,APAC
3235,420,2021-09-27,Tools,139272.05,USD,Cancelled,
3236,420,2024-10-02,Training,100775.55,USD,Pending,
3237,420,2021-03-05,IP Licensing,261769.02,INR,Completed,
3238,420,2023-08-16,Support,351405.23,INR,Completed,
3239,420,2022-04-12,Consulting,148770.39,INR,Pending,Global
3240,421,2021-04-08,IP Licensing,143999.75,INR,Cancelled,
3241,421,2023-09-12,IP Licensing,373648.18,INR,Completed,
3242,421,2022-11-23,Support,62459.33,INR,Cancelled,
3243,421,2022-07-02,Tools,482010.46,EUR,Pending,
3244,421,2023-03-10,Consulting,205163.82,INR,Completed,
3245,422,2023-12-01,Support,277480.3,INR,Cancelled,
3246,422,2022-06-01,Support,62844.57,EUR,Completed,
3247,422,2022-08-03,IP Licensing,385867.39,INR,Cancelled,
3248,422,2023-06-20,IP Licensing,242437.36,EUR,Pending,
3249,422,2023-04-12,IP Licensing,42006.82,EUR,Cancelled,
3250,422,2023-08-10,Tools,290509.74,INR,Completed,
3251,422,2021-06-21,Consulting,487836.49,INR,Pending,
3252,,2024-01-16,Support,173183.97,INR,Cancelled,
3253,422,2023-10-14,Training,282636.69,INR,Pending,
3254,422,2021-03-09,Training,464294.83,USD,Pending,
3255,422,2021-12-19,Tools,65534.62,INR,Pending,
3256,423,2022-01-16,Support,288144.47,USD,Cancelled,APAC
3257,423,2021-11-20,Tools,35845.06,INR,Cancelled,APAC
3258,423,2021-07-23,IP Licensing,282152.93,INR,Cancelled,APAC
3259,423,2021-05-26,Consulting,175263.96,INR,Pending,APAC
3260,423,2023-10-28,Support,368952.86,INR,Completed,APAC
3261,423,2024-02-16,Support,471241.84,USD,Pending,Unknown
3262,423,2024-02-02,Tools,499593.16,INR,Cancelled,APAC
3263,423,2023-07-05,Consulting,361723.44,INR,Completed,APAC
3264,423,2022-10-20,Tools,249130.52,INR,Pending,APAC
3265,423,2022-03-24,Consulting,298778.58,INR,Pending,APAC
3266,424,2024-02-05,Training,414709.16,INR,Pending,APAC
3267,9999999,2021-01-04,IP Licensing,195213.26,INR,Completed,APAC
3268,424,2024-02-29,Consulting,65964.19,USD,Pending,APAC
3269,424,2024-06-05,Tools,366686.0,USD,Pending,APAC
3270,424,2021-09-19,Consulting,249013.67,EUR,Pending,APAC
3271,424,2022-07-31,Training,437398.92,INR,Cancelled,APAC
3272,424,2023-12-26,Consulting,94769.16,INR,Cancelled,Global
3273,424,2021-10-05,Tools,432648.26,INR,Cancelled,APAC
3274,424,2021-01-17,Consulting,385607.09,INR,Pending,APAC
3275,424,2023-01-20,Training,132105.3,INR,Pending,APAC
3276,424,2023-09-20,Consulting,406979.66,INR,Cancelled,APAC
3277,424,2024-12-26,Tools,13782.72,INR,Completed,APAC
3278,9999999,2022-04-24,IP Licensing,248960.06,USD,Cancelled,APAC
3279,424,2021-03-25,Support,11401.22,INR,Cancelled,APAC
3280,426,2022-08-17,Tools,97687.16,INR,Cancelled,
3281,426,2023-10-30,Tools,42812.9,INR,Pending,
3282,426,2022-09-21,Tools,155306.93,INR,Pending,
3283,426,2023-03-27,Support,218383.38,INR,Cancelled,
3284,426,2021-05-04,Tools,24635.68,INR,Completed,
3285,426,2024-01-31,Tools,169106.08,INR,Cancelled,
3286,426,2022-07-09,Training,406600.38,INR,Completed,
3287,426,2024-06-27,Tools,485754.71,INR,Cancelled,
3288,426,2023-08-31,Training,485436.36,INR,Cancelled,
3289,426,2024-06-04,Training,321475.83,USD,Pending,
3290,426,2021-01-22,Consulting,119389.4,INR,Completed,
3291,427,2021-12-21,IP Licensing,34724.34,INR,Cancelled,LATAM
3292,427,2021-02-05,IP Licensing,84824.07,INR,Completed,APAC
3293,428,2021-11-22,Support,96899.72,INR,Pending,APAC
3294,428,2024-11-19,Tools,375001.91,USD,Completed,APAC
3295,428,2021-03-28,Support,209011.77,INR,Completed,APAC
3296,428,2024-09-20,Support,362625.37,INR,Pending,APAC
3297,428,2024-01-19,Support,138137.72,INR,Completed,APAC
3298,428,2024-09-29,Tools,37628.9,INR,Pending,APAC
3299,428,2022-09-08,Training,299676.71,INR,Pending,APAC
3300,428,2021-03-25,Support,41686.01,EUR,Completed,APAC
3301,428,2023-09-21,IP Licensing,401990.44,INR,Completed,APAC
3302,428,2024-06-15,Tools,468129.95,INR,Completed,APAC
3303,428,2021-02-19,Training,8460.57,INR,Pending,APAC
3304,428,2021-02-14,Consulting,207870.59,INR,Pending,APAC
3305,428,2021-12-08,Training,330595.37,EUR,Completed,ASIA
3306,428,2021-01-16,IP Licensing,484000.11,INR,Completed,APAC
3307,428,2022-06-18,IP Licensing,465695.34,EUR,Cancelled,APAC
3308,429,2024-10-18,IP Licensing,380640.28,USD,Pending,
3309,429,2022-09-08,Support,51067.42,INR,Cancelled,
3310,429,2023-12-20,IP Licensing,314878.63,INR,Pending,
3311,429,2022-06-19,Tools,330857.26,INR,Completed,
3312,429,2023-04-17,Tools,339971.85,EUR,Completed,
3313,429,2023-04-19,Training,193100.7,USD,Cancelled,
3314,,2022-06-08,Training,263774.9,INR,Pending,
3315,429,2021-07-04,Training,55111.98,INR,Completed,
3316,429,2021-07-02,IP Licensing,398632.85,INR,Pending,Unknown
3317,429,2023-01-22,Consulting,455206.66,INR,Pending,
3318,429,2024-08-14,IP Licensing,121556.84,USD,Cancelled,
3319,429,2022-05-09,Consulting,81148.95,USD,Pending,
3320,430,2024-03-23,Support,497224.66,INR,Completed,
3321,430,2021-12-31,IP Licensing,344999.52,USD,Completed,
3322,430,2022-01-02,IP Licensing,470713.95,USD,Pending,ASIA
3323,430,2021-10-01,Tools,85570.31,USD,Cancelled,
3324,430,2022-01-08,Training,350839.25,INR,Pending,
3325,430,2022-04-01,Training,13547.21,INR,Pending,
3326,430,2024-12-24,Consulting,74060.61,INR,Completed,
3327,430,2024-06-29,IP Licensing,491401.37,INR,Cancelled,
3328,431,2021-03-09,IP Licensing,149958.26,INR,Pending,
3329,431,2023-01-17,Support,328816.33,INR,Completed,
3330,431,2022-06-26,Training,83239.14,INR,Cancelled,
3331,431,2021-07-06,Consulting,384118.91,INR,Completed,
3332,431,2024-05-03,Training,488853.02,INR,Completed,
3333,431,2023-02-01,IP Licensing,174714.25,INR,Cancelled,Global
3334,431,2022-08-27,Tools,69183.56,INR,Completed,
3335,431,2024-06-19,Support,46806.49,INR,Pending,
3336,431,2023-09-02,Consulting,173898.61,INR,Cancelled,
3337,431,2021-06-30,IP Licensing,113731.0,USD,Cancelled,
3338,431,2024-04-19,Training,151719.49,INR,Pending,
3339,431,2023-03-17,Consulting,263064.65,INR,Completed,
3340,432,2023-11-09,Tools,90736.99,INR,Completed,APAC
3341,432,2022-06-27,Tools,60232.21,EUR,Pending,APAC
3342,432,2022-09-14,IP Licensing,137625.57,INR,Cancelled,APAC
3343,432,2022-05-17,Consulting,18306.77,USD,Pending,APAC
3344,432,2023-07-30,IP Licensing,315311.1,INR,Completed,APAC
3345,432,2022-04-04,Training,100941.94,INR,Pending,APAC
3346,432,2022-04-21,Tools,204983.7,INR,Pending,APAC
3347,432,2022-01-02,Consulting,81834.64,INR,Pending,APAC
3348,432,2021-04-09,Consulting,398599.52,INR,Completed,APAC
3349,432,2023-02-11,Tools,71096.57,INR,Completed,APAC
3350,432,2023-04-10,IP Licensing,253663.11,INR,Completed,APAC
