customer_id,customer_name,country,state,city,industry,account_status,tax_id,email,phone,created_date,last_updated_date,owner_id
366,Davies-Tucker,India,Vermont,Wilsonmouth,Manufacturing,Prospect,TAX837449,gardnerstacy@bowman.org,5962056730,2021-04-10,2021-08-13,6
367,"Henderson, King and Thompson",United States,Georgia,West Richardport,Software,Prospect,TAX327823,hsavage@caldwell.com,9169542356,2021-04-26,2021-07-06,65
368,"Barker, Martin and Horton",Canada,Minnesota,Morrowside,Software,Prospect,TAX704095,christiancontreras@thomas.com,2279275164,2022-10-16,2023-08-07,77
369,Walters Ltd,Germany,Pennsylvania,North Jefferyborough,Finance,Active,TAX416422,xhorton@burke.com,339.905.5044,2021-10-21,2022-09-24,67
370,"Duarte, Gutierrez and Bell",India,Ohio,Millsmouth,Finance,Inactive,TAX163918,housestephen@thompson-larson.net,(964)364-9111x10961,2024-02-15,2024-12-13,23
371,"Wallace, Perkins and Johnson",United States,Maine,Lewismouth,Healthcare,Prospect,TAX619696,ewilson@bell.biz,+1-860-253-8444x4630,2021-04-07,2021-09-30,49
372,Johnson LLC,Germany,North Dakota,Matthewshire,Finance,Prospect,TAX536548,zallen@jensen.com,001-862-562-6582,2023-04-17,2023-07-02,39
373,Mckinney and Sons,India,North Carolina,Lake Barbarafurt,Manufacturing,Inactive,TAX352673,mary25@davis.biz,2924098196,2022-04-07,2022-09-07,19
374,Walters-Strickland,Japan,Idaho,Lake Rachael,Semiconductors,Prospect,TAX532723,james36@hopkins-hill.com,+1-309-311-7911x2442,2023-05-04,2024-02-13,68
375,Kirk-Durham,India,Indiana,Garciatown,Software,Inactive,TAX313214,ojones@clark.biz,272-424-0299x01557,2022-11-08,2023-10-05,11
376,"Harmon, House and Lee",Canada,Alaska,New Williamberg,Finance,Active,TAX661654,michellewilson@johnson.com,624-947-3158,2022-01-26,2022-02-21,35
377,"Lamb, Graham and Potts",India,Illinois,Geraldview,Manufacturing,Prospect,TAX141468,ygarcia@collins.info,(776)394-5919x66395,2021-05-30,2021-09-03,76
378,Jackson-Johnson,Germany,North Carolina,Brendaport,Manufacturing,Active,TAX602681,raymond12@jordan-lopez.com,235-752-5105,2022-03-04,2022-08-21,39
379,Marshall LLC,Canada,Iowa,South Justinborough,Semiconductors,Active,TAX299254,dakotaramirez@shah.org,+1-366-355-3307x7046,2021-08-29,2022-05-01,32
380,Jackson-Murphy,United States,Missouri,New Andrew,Retail,Active,TAX515898,schneidermelissa@buck.com,(708)780-5017x1644,2022-05-06,2023-02-12,42
381,Miller-Hampton,Germany,New York,South Kennethmouth,Healthcare,Inactive,TAX659572,hallison@pace-garcia.com,5027156321,2024-08-21,2024-12-31,40
382,"Mayo, Villa and Parrish",India,Kentucky,North Brandonport,Manufacturing,Inactive,TAX588640,bakerhailey@nelson-jackson.com,001-371-525-2967,2021-07-21,2022-03-18,41
383,"Woods, Henry and Ramirez",Canada,Wyoming,Perezview,Finance,Inactive,TAX534037,jennifer58@keller.com,001-311-770-3037x637,2021-04-04,2022-01-17,29
384,Cervantes PLC,Germany,North Carolina,Kathleenport,Semiconductors,Inactive,TAX680189,grios@sloan.com,(379)483-6314x6249,2024-04-11,2024-12-31,54
385,Walter-Mcgee,India,Kansas,South Jacobtown,Software,Inactive,TAX341192,cstanley@baker-mcintosh.com,(763)326-8685x074,2023-02-17,2023-12-05,32
386,Wong Ltd,United States,Nevada,West Jaime,Retail,Prospect,TAX453961,brookemoreno@stone-rodriguez.com,+1-631-531-0094x3181,2022-06-12,2023-02-17,63
387,"Lyons, Sullivan and Long",United States,Iowa,Tylerburgh,Retail,Inactive,TAX277487,michaelroberts@roberts.org,843.725.1225x7207,2021-10-14,2022-07-20,63
388,Thompson LLC,India,California,Lake Kathleen,Manufacturing,Prospect,TAX161585,wheelertara@smith.com,3946388221,2023-12-10,2023-12-27,10
389,"Rogers, Henry and Bell",Canada,Ohio,Elizabethview,Retail,Active,TAX901467,stephen54@cook.org,814.780.2632x5703,2021-01-14,2021-08-13,18
390,Garner and Sons,Japan,Missouri,West Natalieside,Software,Active,TAX841521,harcher@baker.com,969-764-4309x85916,2021-11-06,2021-11-10,28
391,Rodriguez-Smith,United States,Utah,South Erin,Finance,Active,TAX747847,cindy24@roberts-marsh.com,203.249.1074x065,2024-07-30,2024-12-31,79
392,Taylor-Koch,Canada,North Carolina,North Jennifer,Retail,Inactive,TAX116495,wendygonzalez@hull.com,466.861.4494,2021-01-14,2021-10-13,71
393,"Liu, Brock and Taylor",United States,Wyoming,West Derek,Semiconductors,Prospect,TAX857273,kevinmiller@ho.biz,828-975-8575,2022-07-17,2023-04-17,37
394,Ali-Murray,India,Oklahoma,Port Robertberg,Retail,Prospect,TAX551488,kristin98@martinez-daniels.org,306-726-0787x0104,2022-01-03,2022-02-26,13
395,"Davis, Roberts and Olson",United States,Michigan,North Joyhaven,Software,Active,TAX749887,mileszachary@yang.com,340-579-3110x2918,2023-12-15,2024-04-22,46
396,Garcia Inc,India,North Carolina,Myersville,Healthcare,Active,TAX491172,richard23@green.org,562-902-2328,2023-04-12,2023-12-03,73
397,Roberts-Contreras,India,Pennsylvania,Richardsonview,Retail,Active,TAX414546,zcruz@marshall.com,2479196094,2024-11-01,2024-12-12,5
398,Odonnell LLC,India,Florida,Khanmouth,Healthcare,Inactive,TAX679549,albert25@foley.net,(381)922-5957x2446,2023-09-02,2023-09-30,2
399,Estes-Obrien,Germany,Idaho,Davidmouth,Semiconductors,Inactive,TAX986392,breanna61@johnson.com,411.877.5331,2023-06-08,2024-05-03,43
400,Nielsen-Brown,United States,Kentucky,North Melanieland,Semiconductors,Prospect,TAX144618,mhines@pittman.info,(829)583-3477x4332,2022-04-16,2022-08-02,73
401,Perkins Ltd,United States,Texas,East Arthurberg,Semiconductors,Active,TAX817675,wardricky@lin.net,833.897.8559x8217,2022-07-29,2023-05-03,73
402,Carroll and Sons,United States,North Dakota,Craigfort,Software,Inactive,TAX116418,brettfernandez@walker.com,(851)224-1893x8984,2022-03-01,2022-12-26,19
403,"Terry, Rodriguez and Ruiz",Germany,Kentucky,North Matthewview,Retail,Inactive,TAX180674,matthewhubbard@harris.com,001-903-471-9905x16991,2022-09-05,2022-11-27,73
404,Cummings-Garcia,India,New York,Lake Michael,Healthcare,Prospect,TAX666820,oturner@velazquez.com,+1-496-808-7066,2022-11-11,2023-05-26,18
405,"Simmons, Taylor and Kim",Germany,South Carolina,Michaelmouth,Retail,Prospect,TAX182237,phull@davis.com,(789)700-3010x27240,2023-10-23,2024-04-17,7
406,"Rios, Sanchez and Carter",India,Rhode Island,Mendozaville,Software,Active,TAX457137,jonesshawna@simpson.com,774.358.4384,2024-05-24,2024-12-31,77
407,Reed Group,India,Virginia,Ramirezborough,Finance,Active,TAX764926,maureenmeyer@harmon-clark.com,001-820-637-7107x0449,2022-07-14,2023-03-01,63
408,Brown PLC,India,Missouri,Smithfurt,Manufacturing,Inactive,TAX552825,owallace@gray.biz,+1-604-508-5095,2022-01-16,2022-12-30,75
409,Peterson PLC,United States,Nevada,Pattonton,Semiconductors,Prospect,TAX409727,transtephanie@mitchell.biz,001-298-642-6732,2022-05-20,2023-05-20,10
410,"Tapia, Miller and Wright",India,Ohio,Matthewfurt,Software,Inactive,TAX846247,gilbertmichael@king.com,949-254-2770,2024-07-22,2024-10-08,50
411,Johnson-Howard,India,South Dakota,South Brian,Semiconductors,Active,TAX105447,hillcheryl@ashley-alexander.com,001-944-772-3229x03102,2022-09-24,2023-05-09,47
412,Tran and Sons,Germany,Arkansas,Theresatown,Semiconductors,Active,TAX191537,amber09@bailey.net,618.413.3595x616,2022-01-19,2022-08-27,58
413,Nguyen LLC,United States,Michigan,Merrittstad,Manufacturing,Inactive,TAX208310,sdunlap@johnson.com,001-701-593-5889,2021-02-23,2021-04-09,46
414,Rivas-Johnson,United States,Washington,South Kathryn,Manufacturing,Prospect,TAX922543,friedmansusan@cunningham.net,001-568-618-0978x8754,2022-10-27,2023-05-12,2
415,Murphy LLC,India,Iowa,Edwardsville,Healthcare,Active,TAX860053,seanrosario@cox-bell.net,457-593-7639,2024-02-20,2024-06-23,74
416,Craig-Wade,United States,Rhode Island,Lauramouth,Retail,Inactive,TAX277735,david66@lucero.com,(370)421-6487,2021-10-12,2022-02-26,39
417,Bass Inc,India,Vermont,North David,Software,Active,TAX275329,wstrong@morales.com,001-941-855-9991x015,2023-06-10,2023-10-29,54
418,"Cole, Davenport and Roberts",India,New Mexico,Lake Isaac,Semiconductors,Inactive,TAX363926,hernandezalan@wood.info,(289)841-3475,2022-05-21,2023-04-06,64
419,Morris-Flores,United States,Idaho,North Lisa,Software,Inactive,TAX212168,russellramirez@edwards.com,377-532-4491x342,2021-10-05,2022-03-09,1
420,"Roberson, Fischer and Johnson",Canada,Arizona,North Tracy,Finance,Prospect,TAX498343,woodjuan@simmons.info,511-376-7412x4151,2022-11-06,2023-06-19,43
421,Moore-Rogers,United States,New Jersey,Lake Haileyton,Retail,Prospect,TAX242736,tgarcia@stewart.com,+1-903-629-6334x7272,2022-09-08,2023-02-19,78
422,Gonzalez Inc,Canada,North Dakota,North Ryan,Software,Inactive,TAX429445,ngrant@thompson.biz,+1-793-957-8243x4776,2021-12-30,2022-07-21,41
423,Davis-Rodriguez,India,Wisconsin,Robertmouth,Retail,Prospect,TAX614858,john61@marshall.com,(562)877-9630x448,2024-03-25,2024-07-27,42
424,Hart LLC,India,Kentucky,Robertmouth,Healthcare,Inactive,TAX219420,dross@washington-robinson.com,276-239-2831x9952,2024-02-29,2024-06-10,76
425,Davis-Bush,Canada,Minnesota,Lake Brandonborough,Software,Prospect,TAX904905,amanda28@heath-perez.com,(856)938-3000x818,2024-02-01,2024-02-14,60
426,Moore LLC,Canada,Alaska,Lake Kelsey,Software,Inactive,TAX936433,arthurbrady@rios-anderson.com,411-386-0089,2022-08-20,2023-08-09,9
427,"Chapman, Myers and Decker",Japan,Maryland,Ronaldtown,Healthcare,Prospect,TAX623557,joshua31@costa-johnston.biz,261-936-8474x8836,2021-10-13,2022-09-02,39
428,"Long, Watson and Payne",India,Connecticut,Walkertown,Retail,Active,TAX849979,cwise@woods-rodriguez.com,921-518-2379x31269,2023-05-17,2023-11-26,10
429,Saunders LLC,United States,Nebraska,Joyberg,Manufacturing,Inactive,TAX710527,morrisannette@savage-adams.com,001-887-387-5357x78811,2023-04-01,2023-12-30,65
430,Martinez-Smith,Canada,North Dakota,East Jamesville,Retail,Inactive,TAX670053,mccluretyler@pratt.net,(460)641-6448x59592,2021-03-17,2021-09-17,69
431,"Cohen, Lang and Crane",United States,Mississippi,Thomasborough,Semiconductors,Active,TAX906306,sara22@espinoza.com,(971)704-3318,2022-05-24,2023-04-25,46
432,Brown Group,India,Rhode Island,North Michael,Manufacturing,Active,TAX690579,michaelsmith@hill.org,001-545-696-4883x1921,2024-08-14,2024-12-31,52
433,Baker Inc,Canada,Florida,Riverashire,Finance,Inactive,TAX211090,tammy97@jackson.com,292-422-7051,2021-01-22,2021-03-13,34
434,"Aguirre, Coleman and Ruiz",India,Maryland,East Annfurt,Retail,Prospect,TAX685098,wmccarthy@roberson-stewart.com,+1-832-742-6877x418,2024-04-03,2024-12-31,74
435,Johnson LLC,India,New Jersey,Jessicaborough,Finance,Inactive,TAX585556,patrickwhite@cowan.com,6942515480,2024-10-23,2024-12-31,65
436,"Hill, Mendoza and Williams",India,Vermont,Joshuaton,Semiconductors,Inactive,TAX209627,roysara@chen.net,805-309-2221,2022-08-29,2023-03-29,11
437,Ramos Ltd,India,Arkansas,Connorside,Retail,Active,TAX465249,tonya39@smith.com,001-429-658-0660x138,2022-10-01,2023-03-25,59
438,Thompson Inc,Germany,Louisiana,Lake William,Manufacturing,Inactive,TAX465219,cynthiawilkinson@collins.com,357-491-9711,2023-09-03,2023-10-22,57
439,"Miller, Stewart and Sims",Germany,Alaska,Port Alex,Healthcare,Inactive,TAX170437,steven34@may.com,506-442-4295x6334,2022-09-07,2022-09-29,15
440,Green-Gonzales,India,Colorado,Kellystad,Finance,Prospect,TAX214675,kelsey87@mcdaniel.org,(328)593-6543x5884,2024-10-18,2024-12-31,32
441,Robinson-Green,United States,Delaware,South Donald,Manufacturing,Active,TAX447067,nathan69@morris.com,6264755125,2024-02-21,2024-09-26,60
442,Payne-Walton,India,New Hampshire,Watkinschester,Healthcare,Prospect,TAX293411,pwells@cummings-burke.info,+1-464-403-8166x49690,2022-01-17,2022-12-10,56
443,Tanner-Sanford,India,North Dakota,New Karen,Retail,Prospect,TAX306909,elizabethkramer@waller.com,(476)527-0232x441,2023-07-10,2024-05-08,55
444,Kim Ltd,India,Kansas,Lake Angela,Retail,Active,TAX315780,adam25@ruiz.biz,001-737-667-3162x526,2022-07-25,2023-07-20,9
445,"Cross, Coleman and Long",United States,California,Tracyshire,Manufacturing,Active,TAX483561,walkercharlotte@wood.net,2995613273,2022-10-30,2023-02-07,59
446,Graham-Morgan,India,Tennessee,South Edward,Retail,Inactive,TAX653349,paul70@mullen-fisher.com,(881)971-5160x2529,2024-08-01,2024-12-31,77
447,Tucker Ltd,India,Montana,Wiseport,Healthcare,Prospect,TAX219781,ogreen@munoz.net,(275)785-1268x612,2022-12-14,2023-06-12,59
448,"Lawrence, Gonzalez and Hess",United States,Washington,Grahammouth,Retail,Prospect,TAX939503,bill77@williams-greene.com,965-740-8424x560,2022-09-02,2023-07-13,76
449,Fields-Larson,India,Minnesota,New Joannabury,Software,Inactive,TAX223586,christopherdavis@thomas.com,393.889.7015x502,2022-05-04,2022-10-07,15
450,"Baird, Miller and Pennington",India,West Virginia,Robertotown,Retail,Active,TAX635638,stephaniescott@newton.com,794.949.8830,2023-03-07,2023-10-07,77
451,Hodges Group,India,Louisiana,West Walter,Healthcare,Inactive,TAX294776,jacobsrenee@mitchell.biz,+1-624-947-9513x30531,2023-09-24,2024-08-14,69
452,"Fisher, Larson and Weaver",United States,New Mexico,West Matthewstad,Retail,Active,TAX681868,vhernandez@clark-wolfe.biz,660-691-7851x385,2021-12-08,2022-08-15,37
453,Hayes-Mcdonald,India,Georgia,New Michael,Finance,Inactive,TAX749498,wperry@potter.net,001-373-668-2691x1633,2021-04-20,2021-10-20,2
454,Hancock Ltd,United States,Montana,Bellborough,Software,Inactive,TAX688861,rlester@townsend-mccoy.com,288.763.6774x72264,2023-11-02,2024-10-01,64
455,Douglas-Vega,United States,Connecticut,Carpenterchester,Healthcare,Inactive,TAX844638,ojenkins@montgomery.org,+1-981-399-6059x329,2023-06-29,2024-03-05,22
456,Johnson-Guzman,India,Tennessee,Arnoldborough,Semiconductors,Active,TAX406278,stephensharp@thompson.com,924-310-3977x39732,2021-03-08,2021-07-26,29
457,"Massey, Wiggins and Stout",United States,Kansas,Bowenland,Software,Inactive,TAX693127,goodmanevelyn@camacho-cowan.biz,964-281-9807,2023-10-12,2024-07-19,66
458,Cain-Clayton,India,Washington,West Reginaldhaven,Semiconductors,Inactive,TAX912764,hpatterson@thomas.org,001-912-956-5237x34151,2024-01-18,2024-07-23,70
459,Sherman LLC,Japan,Maine,Riveramouth,Semiconductors,Prospect,TAX562806,ashley90@hernandez.com,959.954.4294,2024-01-24,2024-05-14,55
460,"Phillips, Manning and Neal",India,Georgia,Micheleview,Retail,Active,TAX412170,anthonylewis@hernandez-smith.com,001-788-867-9252x9858,2021-03-08,2021-10-24,34
461,Wong-Harrell,India,New Mexico,South Penny,Semiconductors,Inactive,TAX223088,barnettcalvin@parker.com,791-235-7790x833,2022-05-01,2022-08-16,76
462,Sims-Crane,United States,North Carolina,West Angelaside,Retail,Prospect,TAX763508,wallerbrian@mills.com,001-333-472-0948x413,2023-05-27,2023-08-19,79
463,"Turner, Clark and Sanchez",India,Wisconsin,Marshallside,Software,Active,TAX944565,florescynthia@mendoza.com,331.989.3974x9096,2021-05-02,2022-02-17,45
464,"Lee, Shaffer and Mendez",United States,New Jersey,West Karenview,Manufacturing,Prospect,TAX276556,vwelch@webb.com,+1-435-948-8471,2022-10-25,2023-10-20,38
465,Flores PLC,India,New Mexico,Martinland,Finance,Prospect,TAX812296,gchambers@peterson-mcdaniel.com,913.334.8458,2021-07-15,2021-09-22,53
466,"Evans, Lynch and Duncan",Canada,Georgia,Ericfurt,Finance,Prospect,TAX233051,melissabishop@nguyen.info,+1-796-943-4745x2455,2024-12-07,2024-12-31,32
467,Coleman-Long,India,Nebraska,Port Shelbyton,Finance,Active,TAX898462,zgomez@proctor.com,001-533-544-5056x658,2024-10-16,2024-12-31,63
468,"Shaw, Gates and Rodriguez",India,Kansas,West Jennifer,Retail,Inactive,TAX758309,ccrane@price.com,699-360-1054x857,2023-04-29,2023-11-07,58
469,Taylor-Brady,India,Massachusetts,Hollowayberg,Semiconductors,Inactive,TAX640659,audrey81@sanchez-armstrong.com,+1-584-402-1557,2022-07-24,2023-07-14,48
470,Mcdonald-Murray,United States,Michigan,Lake Teresa,Healthcare,Inactive,TAX710224,jonathan02@may.biz,908.608.5096x0858,2021-01-06,2021-02-22,59
471,"Cook, Jones and Jones",United States,Colorado,New Erichaven,Retail,Inactive,TAX991401,berrytaylor@kaiser.biz,277-825-1295x786,2021-05-10,2022-02-07,51
472,"Carter, Hanson and Price",India,Alabama,West Ronald,Healthcare,Active,TAX618746,melissa95@ellis.org,(292)432-3421x089,2022-07-04,2022-12-16,37
473,"Bailey, Jones and Harrell",India,Iowa,East Kevin,Manufacturing,Active,TAX693643,oritter@barton.com,516.807.3607x763,2023-09-21,2024-03-14,7
474,"Olsen, Davis and Thompson",India,Pennsylvania,East Katherineville,Retail,Inactive,TAX117072,wyang@cowan.com,757.648.1700x66615,2021-09-12,2021-12-01,57
475,Hamilton Ltd,United States,Maryland,Lake Christopher,Healthcare,Active,TAX822040,bliu@blair-merritt.com,(932)290-2822,2021-09-28,2022-08-26,39
476,Carlson and Sons,India,West Virginia,Nathanchester,Finance,Active,TAX786385,robertthompson@sanford.com,(212)207-3465x495,2023-01-09,2023-05-17,11
477,Johnson-Ruiz,India,West Virginia,South Brandon,Retail,Active,TAX154302,ufarmer@jackson.com,461-217-7687,2023-03-23,2024-02-06,40
478,Alvarez-Lam,Germany,Kentucky,West Diana,Software,Inactive,TAX787326,summer17@goodman-christian.com,(638)322-3116,2021-07-06,2022-07-01,13
479,Perez and Sons,India,Washington,Markmouth,Healthcare,Active,TAX239145,kathleen25@brooks-thomas.com,001-960-932-0203x2650,2024-04-30,2024-08-23,67
480,Lopez-Kane,United States,Oregon,Hayesborough,Semiconductors,Active,TAX829386,ihowell@wilson-ramirez.net,852-245-7871x58415,2022-12-05,2023-02-04,55
481,"Martinez, Perez and Ellis",United States,Delaware,New Jenniferberg,Healthcare,Active,TAX340068,kurt68@burch.com,(283)723-0358x9298,2023-02-24,2023-04-10,14
482,"Hall, Valentine and Schmidt",India,Mississippi,North Erin,Finance,Inactive,TAX243790,meganpotter@fernandez.biz,940.764.6867,2023-02-23,2023-05-02,19
483,Griffith LLC,India,Alabama,West Jeanetteport,Manufacturing,Active,TAX739966,sandraaustin@brown.com,(572)536-2669,2024-08-24,2024-11-16,57
484,Jones-Richmond,India,Louisiana,South David,Software,Prospect,TAX884616,jamiethomas@hodges-smith.com,348.719.7374x18972,2021-11-07,2022-06-05,79
485,Herring-Williams,United States,Kentucky,Lake Stevenshire,Software,Active,TAX205345,nancyholt@blake-walker.com,399-653-7660,2021-10-14,2021-12-16,76
486,"Oconnor, Conway and Bowman",Germany,Michigan,Estradaview,Finance,Inactive,TAX429780,christopher17@willis.org,(341)378-9969x86091,2021-10-14,2022-02-17,36
487,Levy and Sons,United States,Mississippi,Ochoaton,Software,Prospect,TAX730193,deborah77@boyer.biz,+1-703-792-0514x60745,2024-05-13,2024-12-31,37
488,Hill Inc,Germany,Massachusetts,Lyonsview,Retail,Active,TAX989079,jasontownsend@wong.com,915.459.8354x1165,2024-09-10,2024-12-31,27
489,Harris-Chase,United States,New York,Matthewmouth,Manufacturing,Active,TAX884170,kari25@rodriguez.com,684.488.2691x31196,2023-03-14,2023-08-12,7
490,"Peterson, Gomez and Anderson",Germany,Missouri,Port Stephanieport,Software,Inactive,TAX504630,nguyenjeffrey@sanchez.com,2736333732,2021-08-19,2021-12-20,64
491,Oconnell PLC,United States,New Mexico,Perryside,Semiconductors,Prospect,TAX112653,robertabbott@ross.biz,001-745-546-5535x8512,2023-01-10,2023-06-21,17
492,"Riley, Davis and Lowery",India,North Carolina,Nicholsville,Manufacturing,Inactive,TAX483162,jenniferrobbins@bray.com,001-407-297-7961,2024-01-24,2024-12-31,23
493,"West, Santos and Huang",Germany,New Mexico,North Evelyn,Semiconductors,Active,TAX715895,blevinsjoshua@valentine-luna.org,862.463.7484x5398,2021-05-19,2021-05-26,34
494,"Baird, Matthews and Huffman",India,South Carolina,Lake Karenshire,Semiconductors,Inactive,TAX631219,hamptonchad@moreno.com,001-833-892-2071x5116,2022-08-10,2023-06-27,65
495,Horton-Taylor,Germany,Michigan,North Larry,Healthcare,Prospect,TAX521818,jasminekoch@davis-green.com,251.257.1840,2021-06-18,2022-05-11,69
496,"Brooks, Jackson and Stuart",United States,North Dakota,North Markport,Software,Inactive,TAX187657,marshashley@villarreal-sosa.com,+1-997-428-3512x9592,2022-09-27,2022-11-06,66
497,"Hernandez, Fuentes and Johnson",Canada,Arizona,Port Sarahport,Software,Prospect,TAX442622,baileyhenry@jackson.com,+1-457-586-7181x535,2023-03-12,2024-01-06,9
498,Lopez-Powell,India,Minnesota,South Lisashire,Healthcare,Prospect,TAX987586,abbottchristopher@flores.net,368.934.5273x46666,2022-05-04,2022-06-02,32
499,Henry LLC,India,Oklahoma,Lynchport,Healthcare,Active,TAX575394,xgay@townsend-hale.net,2312499825,2024-06-07,2024-12-31,8
500,Rasmussen Group,India,Illinois,Tamaraton,Retail,Prospect,TAX876636,hrodgers@hicks.com,517.223.5137,2021-12-26,2022-02-25,2
501,Weeks and Sons,Germany,Vermont,West Adambury,Retail,Active,TAX271790,tracey63@lowery-morales.com,(693)894-6943,2023-10-14,2024-04-08,67
502,"Smith, Colon and Bennett",United States,Illinois,Kingtown,Retail,Inactive,TAX275073,xwilliams@anderson-norris.com,+1-611-627-1285x2464,2023-02-01,2023-04-06,35
503,"Green, Juarez and Foster",Germany,Illinois,New Meghanborough,Semiconductors,Active,TAX451284,apriljohnson@rodriguez-perez.biz,(911)236-9572,2023-05-30,2023-10-16,68
504,"Peck, Wang and Lopez",India,Indiana,Bradleytown,Retail,Prospect,TAX758015,matthewclements@bell.com,(362)548-1323x5707,2021-06-07,2022-02-16,59
505,"Rice, Hawkins and Thomas",United States,Massachusetts,North Gailchester,Semiconductors,Inactive,TAX694423,montgomerygeoffrey@wood-thomas.com,+1-330-260-9069x13098,2021-12-08,2022-06-14,21
506,"Holloway, Alvarez and Duncan",India,Missouri,Ginafurt,Semiconductors,Prospect,TAX806866,pkent@henry.info,227.885.3242x6425,2021-08-25,2021-12-19,66
507,Thomas-Stevens,India,Virginia,South David,Semiconductors,Active,TAX148215,jared66@murray-chavez.biz,555.756.2833x339,2023-08-25,2024-02-27,50
508,Kelley-Gallagher,Canada,Nebraska,Dawnborough,Software,Active,TAX679720,gthomas@pearson.org,(803)435-8268x62703,2024-09-04,2024-12-31,29
509,Terrell-Becker,India,Wyoming,Lake Richard,Healthcare,Prospect,TAX435476,edwardstewart@parrish.info,799-580-1110x00515,2022-07-10,2022-08-18,74
510,"Hernandez, Lewis and Pittman",India,Mississippi,Brandymouth,Manufacturing,Prospect,TAX155230,lmorgan@turner-lang.com,(926)618-9628,2022-01-03,2022-04-27,67
511,"Charles, Wright and Wilson",Canada,Georgia,Daviston,Healthcare,Active,TAX587686,nicolekennedy@jackson-smith.com,399.427.0795x515,2022-08-02,2023-01-08,42
512,Hanson Ltd,India,Montana,North Victoria,Healthcare,Active,TAX486839,suzanneflores@mcguire.info,6992625438,2022-02-15,2022-07-14,73
513,Flores-Jackson,Germany,Tennessee,Lake Kristopher,Retail,Prospect,TAX354367,vferrell@nelson.info,+1-815-880-2909x04637,2023-08-09,2024-02-13,76
514,Dominguez LLC,Canada,Vermont,Rogershaven,Software,Prospect,TAX673108,vrussell@hahn.com,+1-337-244-1715,2022-05-18,2022-08-03,1
515,Drake Inc,Canada,Kansas,East Nathanielberg,Semiconductors,Active,TAX667851,kimberlyshields@sharp.com,+1-312-497-5191x023,2022-12-11,2023-11-01,2
516,Higgins Inc,Canada,Alabama,Moodybury,Semiconductors,Prospect,TAX494552,brendanmiller@garrett-lee.com,001-379-427-4907x280,2022-09-22,2022-11-14,27
517,Baker PLC,United States,Oregon,Lake David,Software,Inactive,TAX615929,lopezmelinda@martin.org,696-484-3645x3804,2021-05-03,2021-07-14,36
518,Brown Group,India,Minnesota,New Katelynchester,Software,Prospect,TAX533121,craigrachel@smith-garner.com,995-791-9457x57574,2024-12-06,2024-12-31,59
519,"Duarte, Lee and Matthews",Canada,Arizona,Robertmouth,Semiconductors,Prospect,TAX200219,sandra67@hayes-thomas.biz,(502)356-2650x62292,2023-11-02,2024-01-09,51
520,Myers and Sons,India,Louisiana,Jamesfort,Manufacturing,Active,TAX556112,jmoore@perez-tucker.info,(962)570-5115x79423,2024-09-18,2024-11-23,31
521,Henry-Frye,India,South Dakota,West Crystal,Finance,Inactive,TAX834764,mcarr@moreno.com,001-725-597-1075x633,2022-10-31,2023-04-11,58
522,Schultz-Winters,India,New Mexico,Angelashire,Semiconductors,Active,TAX242723,holly25@armstrong.org,837.497.0581,2024-04-12,2024-06-06,20
523,"Morris, Moreno and Ford",India,Washington,Carlfurt,Healthcare,Inactive,TAX429287,laceyhill@cox.info,630.755.9782,2023-04-13,2023-06-13,69
524,Galloway-Jacobs,India,Ohio,Port Lisa,Software,Inactive,TAX423284,susanharper@phillips.com,884.336.6044x32400,2023-08-07,2023-12-20,16
525,Marshall-Browning,India,Georgia,Garrettside,Retail,Inactive,TAX966529,brittneyblake@giles.com,397.242.9250,2024-12-14,2024-12-31,78
526,Tran-Wood,India,Massachusetts,Piercechester,Finance,Active,TAX195643,randall59@schneider.org,001-590-380-2711x22182,2024-12-27,2024-12-31,46
527,Compton-Morgan,India,Nebraska,Karenfort,Semiconductors,Prospect,TAX413357,hgardner@may-foster.com,+1-213-272-1433,2022-06-17,2022-09-14,4
528,Day Ltd,Canada,Iowa,Williamsbury,Healthcare,Prospect,TAX884417,stephaniebest@mason.biz,001-560-584-7068x10390,2024-02-01,2024-06-07,13
529,"Henry, Bailey and Miller",United States,Mississippi,South Jason,Software,Active,TAX112537,hermanjulie@baker-brooks.biz,(339)645-3546,2021-05-07,2021-08-28,17
530,Johnson-Morrison,India,Tennessee,Harrisville,Healthcare,Inactive,TAX819622,hughesdaniel@gonzalez.com,001-239-645-7039x438,2024-07-14,2024-12-31,11
531,Robinson and Sons,United States,Michigan,South Stacey,Finance,Active,TAX122859,dcortez@guzman-martin.info,689.243.1910x0900,2021-05-13,2021-08-22,57
532,Wallace-Daniel,Japan,Hawaii,North Michealborough,Semiconductors,Inactive,TAX228479,xharmon@ramirez.com,301-342-4731x0720,2021-03-29,2021-11-20,7
533,"Young, Kane and Riley",India,Oklahoma,Josephshire,Manufacturing,Inactive,TAX961599,sbrown@lewis.biz,2073676209,2023-03-20,2023-11-29,4
534,Mckinney-Higgins,India,Illinois,Andrewview,Healthcare,Active,TAX471136,jimmywest@forbes.org,(787)730-4519x57782,2022-03-16,2022-06-19,36
535,"Arnold, Thomas and Moss",India,Minnesota,Thompsonfurt,Software,Active,TAX743937,taylor54@olsen.net,(756)419-4255x77820,2024-06-22,2024-12-31,32
536,"Peterson, Chen and Garner",United States,Oregon,Port Laura,Healthcare,Inactive,TAX677438,amiller@mooney.com,819.804.8235x71558,2023-09-09,2023-10-10,12
